"LastProcessedDate","Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2023-02-24","2030-11-07","Scope 3","Scope 3 Upstream Transportation Distribution",20,150000,,50000,10,200000,,200000,50,,,25,,150,50000,250000,,50000
"2023-02-24","2031-02-27","Scope 1","Private Jet",,50000,250000,250000,50,50000,,200000,150,250000,200000,20,250000,200,150000,0,,0
"2023-02-24","2040-07-31","Scope 1","Private Jet",30,100000,0,200000,,250000,,100000,250,0,50000,,0,250,200000,,,200000
"2023-02-24","2041-05-15","Scope 2","Commercial Building",10,200000,150000,150000,0,0,,,200,200000,100000,10,50000,250,,0,,
"2023-02-24","2028-08-22","Scope 3","Data Center",20,200000,100000,250000,30,,,0,100,150000,0,15,200000,150,250000,100000,,250000
"2023-02-24","2025-05-10","Scope 3","Scope 3 End-Life Treatment of Sold Product",15,50000,,50000,20,100000,,150000,300,100000,150000,30,100000,150,100000,150000,,100000
"2023-02-24","2035-05-22","Scope 2","Data Center",0,200000,50000,100000,40,150000,,250000,350,50000,250000,25,150000,200,0,50000,,150000
"2023-02-24","2039-02-24","Scope 1","Fleet Vehicles",,150000,200000,200000,20,200000,,50000,50,150000,250000,0,200000,250,50000,100000,,200000
"2023-02-24","2026-03-15","Scope 3","Scope 3 Investments",20,250000,200000,,40,250000,,50000,350,,50000,15,50000,150,50000,,,
"2023-02-24","2036-04-09","Scope 1","Data Center",,100000,100000,150000,0,100000,,100000,250,250000,,0,250000,200,100000,0,,250000
"2023-02-24","2024-02-10","Scope 2","Commercial Building",10,150000,0,100000,,150000,,150000,150,200000,200000,30,0,150,250000,150000,,50000
"2023-02-24","2022-08-20","Scope 3","Scope 3 Downstream Transportation Distribution",0,150000,50000,0,,,90,200000,200,,,20,,200,150000,150000,200000,
"2023-02-24","2038-05-19","Scope 2","Fleet Vehicles",30,200000,150000,50000,10,50000,,0,50,0,150000,,100000,200,,100000,,100000
"2023-02-24","2023-01-19","Scope 1","Private Jet",15,250000,250000,,30,,,,300,100000,0,10,150000,350,200000,200000,,0
"2023-02-24","2021-08-20","Scope 3","Scope 3 Upstream Leased Assets",10,100000,,250000,,,70,250000,100,,,25,,300,0,250000,50000,
"2023-02-24","2033-07-03","Scope 1","Data Center",30,50000,250000,100000,50,0,,,100,50000,100000,25,,200,,50000,,150000
"2023-02-24","2027-04-22","Scope 2","Commercial Building",20,200000,100000,100000,30,0,,100000,250,200000,,30,250000,150,50000,100000,,150000
"2023-02-24","2037-02-25","Scope 3","Scope 3 Employee Commuting",0,250000,0,200000,10,250000,,0,350,100000,100000,,150000,200,250000,150000,,250000
"2023-02-24","2032-10-31","Scope 1","Fleet Vehicles",15,100000,50000,0,,100000,,50000,50,250000,150000,0,200000,150,0,150000,,
"2023-02-24","2034-01-15","Scope 2","Private Jet",,200000,200000,150000,0,150000,,200000,200,150000,50000,15,0,200,150000,50000,,50000
"2023-02-24","2031-10-23","Scope 1","Private Jet",10,150000,,150000,50,,,150000,300,,250000,10,,150,100000,0,,100000
"2023-02-24","2037-06-22","Scope 2","Data Center",15,50000,150000,,40,50000,,250000,150,50000,200000,20,100000,200,200000,100000,,200000
"2023-02-24","2038-05-22","Scope 3","Scope 3 Purchased Goods Services",20,150000,100000,50000,20,200000,,50000,250,0,0,20,50000,200,150000,,,0
"2023-02-24","2029-04-22","Scope 3","Fleet Vehicles",30,100000,150000,200000,50,250000,,0,150,200000,,15,50000,200,,250000,,250000
"2023-02-24","2030-04-07","Scope 2","Commercial Building",0,150000,200000,150000,,150000,,200000,350,150000,100000,,250000,150,50000,100000,,
"2023-02-24","2025-05-04","Scope 1","Fleet Vehicles",,250000,,0,40,0,,,100,0,150000,10,,150,100000,150000,,200000
"2023-02-24","2039-10-11","Scope 3","Scope 3 Uncategorized Emissions",10,50000,50000,250000,30,,,150000,50,250000,0,0,100000,200,0,200000,,50000
"2023-02-24","2020-07-03","Scope 1","Data Center",15,200000,250000,100000,,,20,100000,200,,,30,,100,250000,250000,150000,
"2023-02-24","2040-02-21","Scope 2","Fleet Vehicles",30,150000,0,150000,20,50000,,250000,300,100000,50000,25,200000,200,200000,50000,,150000
"2023-02-24","2028-12-21","Scope 1","Private Jet",20,100000,,50000,10,200000,,0,150,,250000,10,150000,150,150000,,,0
"2023-02-24","2033-09-27","Scope 3","Scope 3 Franchising",0,50000,0,250000,0,100000,,100000,200,50000,200000,30,0,200,200000,0,,100000
"2023-02-24","2035-02-16","Scope 2","Commercial Building",,200000,250000,100000,40,200000,,250000,250,250000,200000,20,250000,200,250000,0,,100000
"2023-02-24","2021-09-24","Scope 1","Data Center",30,200000,100000,,,,,200000,100,,,15,,300,0,200000,50000,
"2023-02-24","2034-12-16","Scope 2","Fleet Vehicles",10,250000,150000,0,30,50000,,150000,50,50000,50000,25,200000,150,100000,100000,,
"2023-02-24","2036-02-16","Scope 3","Scope 3 Capital Goods",0,100000,200000,200000,,0,,50000,350,150000,0,0,150000,200,50000,150000,,0
"2023-02-24","2032-10-17","Scope 3","Scope 3 Fuel and Energy-Related Activity",15,250000,50000,100000,10,250000,,,300,,250000,,100000,150,,200000,,50000
"2023-02-24","2027-10-24","Scope 2","Commercial Building",20,150000,,150000,0,100000,,200000,50,200000,150000,30,50000,150,50000,100000,,200000
"2023-02-24","2026-06-18","Scope 1","Private Jet",,150000,50000,,50,150000,,0,300,100000,,10,,150,100000,0,,150000
"2023-02-24","2023-11-09","Scope 2","Data Center",15,50000,250000,250000,20,,50,250000,100,0,100000,0,0,150,250000,100000,0,250000
"2023-02-24","2022-11-30","Scope 1","Fleet Vehicles",0,200000,200000,0,,,0,50000,250,,,20,,200,,,150000,
"2023-02-24","2041-06-17","Scope 3","Private Jet",,250000,150000,200000,,50000,,100000,150,200000,250000,,200000,250,150000,250000,,150000
"2023-02-24","2024-05-26","Scope 2","Commercial Building",10,150000,0,100000,10,150000,,150000,350,150000,50000,25,0,150,0,100000,,250000
"2023-02-24","2022-08-03","Scope 1","Data Center",20,150000,100000,150000,,,70,,200,,,15,,350,200000,50000,100000,
"2023-02-24","2041-09-30","Scope 3","Scope 3 Waste Generated in Operations",30,100000,0,100000,40,0,,0,300,,,30,,250,50000,,,50000
"2023-02-24","2029-09-12","Scope 1","Commercial Building",20,200000,250000,50000,50,200000,,,50,100000,0,10,50000,150,150000,150000,,0
"2023-02-24","2040-06-26","Scope 3","Commercial Building",30,50000,,100000,0,,,100000,200,250000,100000,20,150000,250,100000,200000,,
"2023-02-24","2038-10-27","Scope 2","Private Jet",0,150000,150000,250000,20,250000,,50000,350,0,200000,0,100000,200,200000,,,200000
"2023-02-24","2036-05-30","Scope 3","Scope 3 Use of Sold Products",15,250000,200000,200000,30,100000,,250000,100,50000,150000,15,250000,200,,250000,,100000
"2023-02-24","2026-05-01","Scope 2","Fleet Vehicles",,200000,50000,50000,40,200000,,150000,150,100000,250000,25,150000,150,250000,0,,50000
"2023-02-24","2033-12-04","Scope 1","Private Jet",10,100000,100000,,50,100000,,200000,250,150000,150000,,0,200,0,100000,,250000
"2023-02-24","2031-07-25","Scope 2","Data Center",,50000,100000,150000,20,,,,350,200000,0,0,100000,150,0,50000,,200000
"2023-02-24","2035-07-22","Scope 3","Scope 3 Downstream Leased Assets",0,250000,150000,0,10,150000,,200000,200,250000,100000,30,,150,150000,150000,,0
"2023-02-24","2025-12-26","Scope 1","Private Jet",15,100000,250000,50000,30,250000,,0,50,0,200000,,50000,150,200000,0,,100000
"2023-02-24","2020-06-16","Scope 3","Scope 3 Business Travel",10,50000,0,0,,,30,50000,250,,,20,,250,50000,250000,200000,
"2023-02-24","2034-12-15","Scope 2","Commercial Building",20,200000,50000,150000,,0,,100000,100,50000,50000,15,250000,200,250000,0,,
"2023-02-24","2024-10-23","Scope 1","Fleet Vehicles",30,150000,200000,150000,0,50000,,250000,150,,,25,200000,150,100000,150000,,150000
"2023-02-24","2023-12-19","Scope 1","Data Center",15,200000,,200000,30,150000,90,150000,300,150000,50000,10,250000,200,,200000,250000,50000
"2023-02-24","2039-04-29","Scope 3","Scope 3 Upstream Leased Assets",20,50000,0,100000,,250000,,200000,50,200000,150000,20,200000,200,250000,100000,,
"2023-02-24","2030-03-08","Scope 2","Private Jet",,150000,200000,,0,0,,100000,300,100000,100000,10,0,200,150000,150000,,250000
"2023-02-24","2028-02-03","Scope 1","Fleet Vehicles",10,200000,,250000,40,,,250000,350,,,0,50000,150,0,150000,,0
"2023-02-24","2027-07-28","Scope 3","Scope 3 Employee Commuting",0,100000,100000,100000,20,200000,,150000,250,250000,0,25,100000,150,100000,,,100000
"2023-02-24","2021-04-06","Scope 2","Commercial Building",30,250000,150000,250000,,,20,,150,,,30,,350,,,,
"2023-02-24","2037-07-24","Scope 2","Private Jet",0,100000,50000,0,10,100000,,0,200,50000,250000,,150000,200,50000,50000,,150000
"2023-02-24","2032-07-28","Scope 1","Commercial Building",,200000,250000,,50,50000,,50000,100,0,200000,15,,150,200000,50000,,200000
"2023-02-24","2033-08-04","Scope 3","Fleet Vehicles",20,50000,250000,50000,50,200000,,200000,200,,100000,20,,200,0,0,,200000
"2023-02-24","2029-04-02","Scope 1","Data Center",10,150000,100000,150000,20,250000,,100000,300,200000,200000,25,150000,150,200000,250000,,
"2023-02-24","2027-09-02","Scope 3","Scope 3 Downstream Transportation Distribution",15,250000,50000,200000,,150000,,150000,350,250000,50000,30,100000,150,,150000,,150000
"2023-02-24","2030-03-31","Scope 2","Fleet Vehicles",30,150000,200000,,0,100000,,50000,100,0,,10,50000,150,150000,100000,,50000
"2023-02-24","2023-07-10","Scope 2","Commercial Building",,150000,,100000,10,0,70,0,250,50000,250000,0,0,250,50000,,50000,250000
"2023-02-24","2038-07-31","Scope 3","Scope 3 Processing Sold Products",0,200000,150000,0,40,,,,50,100000,0,15,200000,250,100000,200000,,100000
"2023-02-24","2020-05-19","Scope 1","Data Center",20,100000,0,50000,,,20,250000,150,,,,,300,250000,100000,200000,
"2023-02-24","2028-02-12","Scope 2","Private Jet",15,250000,100000,150000,30,50000,,0,150,150000,150000,20,250000,200,100000,200000,,0
"2023-02-24","2037-03-31","Scope 1","Fleet Vehicles",10,50000,0,200000,,50000,,150000,50,100000,0,10,50000,200,0,100000,,200000
"2023-02-24","2026-08-23","Scope 3","Scope 3 Investments",30,200000,200000,250000,40,100000,,50000,200,200000,250000,25,250000,150,200000,50000,,50000
"2023-02-24","2040-05-30","Scope 1","Private Jet",0,150000,50000,100000,50,150000,,200000,100,50000,100000,0,100000,200,50000,150000,,250000
"2023-02-24","2031-06-22","Scope 2","Commercial Building",15,200000,250000,150000,20,250000,,250000,300,,150000,30,150000,150,,50000,,
"2023-02-24","2036-08-24","Scope 3","Data Center",,250000,150000,150000,10,200000,,100000,250,150000,200000,15,0,200,250000,0,,150000
"2023-02-24","2039-11-27","Scope 1","Fleet Vehicles",10,100000,,200000,0,0,,,350,0,,,,250,150000,50000,,100000
"2023-02-24","2025-12-24","Scope 3","Scope 3 Use of Sold Products",30,50000,100000,100000,30,,,50000,300,250000,50000,15,200000,150,50000,,,0
"2023-02-24","2032-10-17","Scope 2","Data Center",20,250000,0,50000,30,,,150000,250,200000,250000,0,150000,150,,250000,,200000
"2023-02-24","2022-03-16","Scope 3","Scope 3 Waste Generated in Operations",10,150000,200000,,,,90,0,100,,,25,,100,100000,50000,100000,
"2023-02-24","2024-11-04","Scope 1","Data Center",30,100000,150000,250000,,250000,,100000,200,,50000,30,250000,150,0,100000,,50000
"2023-02-24","2035-12-26","Scope 2","Private Jet",15,50000,250000,0,20,0,,250000,350,250000,,10,0,200,150000,0,,250000
"2023-02-24","2034-01-14","Scope 2","Fleet Vehicles",0,200000,,100000,40,150000,,,150,0,0,,50000,200,200000,250000,,0
"2023-02-24","2041-02-24","Scope 3","Scope 3 Upstream Transportation Distribution",20,150000,50000,50000,10,100000,,200000,50,100000,100000,20,200000,200,250000,150000,,100000
"2023-02-24","2021-01-26","Scope 1","Commercial Building",,100000,100000,250000,,,,200000,350,,,0,,150,100000,,,
"2023-02-24","2022-12-28","Scope 2","Private Jet",30,200000,150000,150000,,,0,0,300,,,,,300,150000,200000,150000,
"2023-02-24","2031-07-30","Scope 1","Data Center",15,50000,50000,200000,0,50000,,250000,150,50000,200000,20,,200,0,0,,150000
"2023-02-24","2025-07-11","Scope 3","Commercial Building",0,250000,,0,50,200000,,150000,100,150000,150000,25,100000,150,200000,150000,,
"2023-02-24","2035-09-07","Scope 2","Commercial Building",,200000,200000,150000,40,,,100000,200,,100000,30,50000,200,,0,,100000
"2023-02-24","2028-03-05","Scope 1","Fleet Vehicles",20,250000,250000,,30,150000,,,50,250000,200000,10,200000,150,50000,150000,,0
"2023-02-24","2032-10-05","Scope 3","Scope 3 Franchising",10,150000,0,100000,,250000,,50000,250,100000,50000,15,0,200,250000,200000,,250000
"2023-02-24","2027-09-26","Scope 3","Scope 3 Capital Goods",0,50000,200000,150000,0,50000,,50000,250,50000,150000,20,100000,150,200000,250000,,
"2023-02-24","2040-01-19","Scope 2","Data Center",30,100000,0,250000,10,0,,150000,150,200000,,15,,250,150000,100000,,50000
"2023-02-24","2039-12-26","Scope 1","Commercial Building",20,200000,250000,200000,50,200000,,,300,150000,0,10,150000,200,0,50000,,150000
"2023-02-24","2020-12-22","Scope 1","Fleet Vehicles",,50000,50000,0,,,30,100000,50,,,30,,100,,,250000,
"2023-02-24","2023-10-10","Scope 2","Data Center",15,100000,100000,50000,20,100000,50,200000,200,0,250000,,250000,250,250000,,0,200000
"2023-02-24","2024-06-10","Scope 3","Scope 3 Fuel and Energy-Related Activity",10,150000,,,50,250000,,250000,100,150000,250000,25,,150,50000,200000,,50000
"2023-02-24","2041-08-20","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,200000,150000,200000,10,0,,0,350,250000,200000,0,200000,250,100000,100000,,200000
"2023-02-24","2038-11-25","Scope 2","Private Jet",,250000,250000,150000,0,100000,,200000,250,0,100000,15,50000,200,200000,50000,,150000
"2023-02-24","2037-02-04","Scope 1","Private Jet",30,250000,,0,40,200000,,100000,100,,150000,0,250000,200,150000,150000,,250000
"2023-02-24","2026-02-08","Scope 1","Commercial Building",20,100000,100000,50000,30,,,50000,200,100000,50000,20,0,150,,0,,
"2023-02-24","2029-06-22","Scope 2","Data Center",0,50000,50000,250000,20,50000,,250000,300,200000,0,,150000,150,100000,,,0
"2023-02-24","2034-04-29","Scope 3","Private Jet",15,200000,0,100000,,150000,,0,50,50000,,25,100000,150,250000,250000,,100000
"2023-02-24","2036-04-14","Scope 3","Scope 3 Uncategorized Emissions",10,150000,150000,,0,,,150000,350,50000,0,10,200000,200,0,150000,,200000
"2023-02-24","2030-10-31","Scope 2","Fleet Vehicles",20,50000,200000,,,100000,,,150,150000,250000,30,100000,150,50000,100000,,
"2023-02-24","2021-02-23","Scope 1","Private Jet",30,250000,,150000,,,20,0,200,,,,,200,250000,250000,150000,
"2023-02-24","2033-06-28","Scope 3","Scope 3 Purchased Goods Services",0,100000,50000,200000,50,50000,,250000,250,200000,,30,,150,150000,200000,,100000
"2023-02-24","2040-11-13","Scope 1","Commercial Building",,150000,250000,0,20,150000,,200000,150,0,50000,0,150000,200,100000,,,150000
"2023-02-24","2027-07-16","Scope 2","Fleet Vehicles",15,200000,100000,100000,10,250000,,100000,100,250000,100000,25,0,200,,0,,0
"2023-02-24","2025-01-18","Scope 2","Commercial Building",,150000,0,100000,40,200000,,,300,,150000,15,50000,150,0,100000,,50000
"2023-02-24","2030-07-04","Scope 3","Scope 3 Upstream Leased Assets",15,100000,150000,50000,30,0,,50000,350,100000,200000,20,250000,150,50000,50000,,250000
"2023-02-24","2023-10-24","Scope 1","Data Center",10,50000,200000,250000,10,150000,30,150000,50,200000,,10,,150,200000,200000,50000,50000
"2023-02-24","2021-03-31","Scope 1","Fleet Vehicles",30,150000,150000,100000,,,0,0,100,,,20,,350,50000,,0,
"2023-02-24","2033-08-13","Scope 3","Scope 3 Purchased Goods Services",0,250000,100000,,0,100000,,200000,300,150000,200000,15,100000,200,100000,0,,
"2023-02-24","2024-10-02","Scope 2","Data Center",20,200000,200000,0,50,200000,,100000,250,50000,0,0,250000,200,250000,50000,,100000
"2023-02-24","2020-12-30","Scope 1","Commercial Building",15,150000,0,200000,,,90,150000,350,,,10,,200,0,100000,250000,
"2023-02-24","2041-02-20","Scope 2","Private Jet",20,100000,50000,150000,30,,,250000,50,0,150000,30,0,250,150000,,,250000
"2023-02-24","2022-08-11","Scope 3","Scope 3 Capital Goods",0,200000,,250000,,,,,200,,,,,350,,150000,200000,
"2023-02-24","2037-05-05","Scope 2","Fleet Vehicles",,50000,250000,50000,40,50000,,50000,150,250000,100000,25,50000,250,200000,250000,,150000
"2023-02-24","2038-07-11","Scope 3","Commercial Building",30,250000,100000,200000,20,0,,50000,50,,50000,20,150000,200,200000,100000,,200000
"2023-02-24","2036-06-10","Scope 1","Data Center",10,150000,200000,250000,,250000,,250000,350,100000,250000,0,200000,200,250000,0,,0
"2023-02-24","2039-08-28","Scope 1","Commercial Building",15,250000,250000,50000,,0,,100000,100,,150000,30,250000,250,150000,200000,,100000
"2023-02-24","2035-12-15","Scope 2","Private Jet",10,100000,150000,150000,10,150000,,0,250,200000,200000,,,200,100000,150000,,150000
"2023-02-24","2031-12-12","Scope 3","Scope 3 Waste Generated in Operations",20,50000,0,100000,0,100000,,200000,150,150000,250000,10,0,200,,250000,,200000
"2023-02-24","2026-12-14","Scope 3","Fleet Vehicles",30,200000,50000,,30,250000,,150000,300,50000,,25,200000,150,0,50000,,50000
"2023-02-24","2032-05-21","Scope 2","Fleet Vehicles",,150000,,0,40,50000,,,200,250000,100000,15,150000,150,50000,,,
"2023-02-24","2034-06-19","Scope 1","Private Jet",0,50000,,250000,20,200000,,200000,350,100000,0,30,100000,200,0,50000,,0
"2023-02-24","2029-11-16","Scope 2","Commercial Building",30,200000,100000,100000,50,,,250000,150,0,50000,,50000,150,100000,100000,,250000
"2023-02-24","2028-04-03","Scope 3","Data Center",,200000,200000,200000,0,200000,,50000,300,50000,0,0,200000,150,150000,200000,,200000
"2023-02-24","2039-08-18","Scope 1","Data Center",10,250000,150000,,50,0,,,100,,250000,20,,200,250000,250000,,250000
"2023-02-24","2020-08-19","Scope 2","Private Jet",15,100000,0,50000,,,50,150000,250,,,10,,300,,150000,100000,
"2023-02-24","2036-12-11","Scope 1","Data Center",20,100000,50000,100000,40,250000,,0,50,250000,150000,25,100000,250,200000,0,,
"2023-02-24","2022-07-10","Scope 3","Scope 3 Processing Sold Products",0,50000,250000,0,,,70,100000,200,,,15,,100,50000,100000,,
"2023-02-24","2040-02-25","Scope 2","Fleet Vehicles",,200000,,150000,30,50000,,0,300,150000,100000,20,250000,250,50000,,,150000
"2023-02-24","2038-08-31","Scope 1","Private Jet",0,250000,50000,,10,150000,,50000,50,100000,200000,10,50000,200,,,,50000
"2023-02-24","2021-03-18","Scope 3","Scope 3 Employee Commuting",20,150000,200000,100000,,,,250000,250,,,25,,150,0,150000,,
"2023-02-24","2030-04-07","Scope 1","Fleet Vehicles",15,50000,100000,250000,,,,200000,100,0,50000,15,150000,150,100000,150000,,100000
"2023-02-24","2033-06-15","Scope 3","Scope 3 Fuel and Energy-Related Activity",10,200000,150000,0,20,100000,,,150,200000,,,0,200,250000,100000,,0
"2023-02-24","2034-04-05","Scope 2","Commercial Building",30,200000,250000,100000,40,250000,,150000,350,150000,150000,0,100000,200,150000,0,,250000
"2023-02-24","2032-09-05","Scope 1","Data Center",30,150000,0,150000,30,0,,100000,200,100000,0,30,200000,150,200000,250000,,50000
"2023-02-24","2029-11-13","Scope 2","Commercial Building",,150000,200000,100000,,,,,150,250000,50000,20,0,150,200000,50000,,0
"2023-02-24","2027-08-28","Scope 3","Scope 3 Business Travel",10,100000,150000,50000,50,150000,,0,250,50000,250000,30,50000,150,0,0,,
"2023-02-24","2028-11-02","Scope 2","Fleet Vehicles",0,250000,0,200000,20,100000,,50000,200,200000,200000,10,150000,200,50000,200000,,200000
"2023-02-24","2024-12-24","Scope 1","Private Jet",20,100000,100000,100000,0,200000,,100000,350,0,100000,,,150,150000,50000,,100000
