"ForecastStatus","ProductFamily","OwnerName","AccountId","ProductName","ExternalId","LastProcessedDate","Time","ParentName","AccountType","SalesAgreementName","Industry","DerivedStatus","AccountName","Plan","UnitPrice","Price","Forecast","Attainment","Actual"
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 9000","Account.010","2020-06-19","2019-02-25","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2019-02-25","Technology","Upcoming Renewal","Acme Partners",35000,8100,7932,37832,110,41615
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Backhoe Attachment R2","Account.044","2020-06-19","2020-02-26","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly12_2020-02-26","Financial Services","Approved","Wellspring, Inc.",5000,20500,16478,5525,105,5801
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Pulverizer P10","Account.054","2020-06-19","2020-01-10","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2020-01-10","Manufacturing","Upcoming Renewal","Tech Labs",10000,4500,4244,11536,92,10613
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 34","Account.019","2020-06-19","2020-09-25","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly18_2020-09-25","Consumer","Upcoming Renewal","Haven Enterprises",30000,1350,1304,34897,94,32803
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Pulverizer P20","Account.059","2020-06-19","2020-04-17","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly6_2020-04-17","Technology","Approved","Integrity Systems",22500,4750,4535,25303,102,25809
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Hammer H700","Account.001","2020-06-19","2020-08-19","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2020-08-19","Technology","Upcoming Renewal","Ohana Incorporated.",5000,5750,5570,6861,85,5832
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Backhoe Attachment R1","Account.045","2020-06-19","2020-12-05","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly12_2020-12-05","Financial Services","Pending Approval","Momentum Design",37500,19500,17015,43117,99,42686
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Utility Broom UB1000","Account.052","2020-06-19","2020-07-08","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly6_2020-07-08","Communications","Upcoming Renewal","Red Studio Designs",35000,4500,3670,32879,108,35509
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Ripper 27","Account.011","2020-06-19","2019-02-14","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly12_2019-02-14","Technology","Approved","Meridian Partners",30000,1000,933,36265,91,33001
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 27","Account.045","2020-06-19","2019-11-06","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly18_2019-11-06","Financial Services","Pending Approval","Momentum Design",17500,1000,931,20073,99,19872
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T36","Account.059","2020-06-19","2019-04-07","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly6_2019-04-07","Technology","Upcoming Renewal","Integrity Systems",22500,6000,4839,25264,102,25769
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Hammer H500","Account.001","2020-06-19","2019-05-21","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2019-05-21","Technology","Approved","Ohana Incorporated.",17500,4200,3541,23712,85,20155
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Compactor 3500","Account.019","2020-06-19","2020-03-19","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly18_2020-03-19","Consumer","Upcoming Renewal","Haven Enterprises",25000,5750,5516,29116,94,27369
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H700","Account.010","2020-06-19","2020-12-24","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2020-12-24","Technology","Approved","Acme Partners",15000,5750,5438,15963,110,17559
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Utility Broom UB1000","Account.011","2020-06-19","2020-11-30","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2020-11-30","Technology","Pending Approval","Meridian Partners",22500,4500,4087,26601,91,24207
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Backhoe Attachment R1","Account.046","2020-06-19","2019-10-31","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-10-31","Healthcare & Life Sciences","Approved","Silodyne Company",40000,19500,18208,47556,89,42325
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T60","Account.052","2020-06-19","2019-01-13","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly6_2019-01-13","Communications","Upcoming Renewal","Red Studio Designs",27500,9000,7711,25268,108,27289
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 9500","Account.054","2020-06-19","2019-07-02","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2019-07-02","Manufacturing","Upcoming Renewal","Tech Labs",35000,13000,12124,40522,92,37280
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Pulverizer P20","Account.044","2020-06-19","2020-10-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly18_2020-10-11","Financial Services","Approved","Wellspring, Inc.",12500,4750,4608,13732,105,14419
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 9000","Account.010","2020-06-19","2020-06-12","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2020-06-12","Technology","Pending Approval","Acme Partners",40000,8100,7555,44317,102,45203
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Ripper 34","Account.054","2020-06-19","2019-09-29","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly12_2019-09-29","Manufacturing","Upcoming Renewal","Tech Labs",32500,1350,1223,37716,92,34699
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T48","Account.046","2020-06-19","2019-03-29","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2019-03-29","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",27500,6400,5176,31856,89,28352
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Pickup Broom PB100","Account.052","2020-06-19","2020-05-15","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly12_2020-05-15","Communications","Approved","Red Studio Designs",5000,6900,6673,4630,108,5000
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Hammer H700","Account.019","2020-06-19","2019-12-20","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2019-12-20","Consumer","Upcoming Renewal","Haven Enterprises",32500,5750,5480,38122,94,35835
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Pulverizer P10","Account.059","2020-06-19","2019-08-27","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly6_2019-08-27","Technology","Pending Approval","Integrity Systems",37500,4500,4263,42215,102,43059
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Backhoe Attachment R2","Account.011","2020-06-19","2019-06-25","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly12_2019-06-25","Technology","Approved","Meridian Partners",10000,20500,19261,12012,91,10931
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 27","Account.010","2020-06-19","2019-03-27","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2019-03-27","Technology","Upcoming Renewal","Acme Partners",32500,1000,959,34925,110,38418
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Sweeper S1000","Account.045","2020-06-19","2019-07-30","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly12_2019-07-30","Financial Services","Approved","Momentum Design",37500,7500,7089,43010,99,42580
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB200","Account.010","2020-06-19","2019-02-17","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-02-17","Technology","Upcoming Renewal","Acme Partners",10000,7500,6893,11213,91,10204
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 37","Account.001","2020-06-19","2019-09-14","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly12_2019-09-14","Technology","Pending Approval","Ohana Incorporated.",22500,2000,1753,30447,85,25880
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 19","Account.044","2020-06-19","2020-10-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly18_2020-10-11","Financial Services","Approved","Wellspring, Inc.",10000,800,745,11068,105,11621
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Trencher T36","Account.054","2020-06-19","2020-06-11","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2020-06-11","Manufacturing","Upcoming Renewal","Tech Labs",35000,6000,5703,40137,92,36926
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Utility Broom UB1000","Account.001","2020-06-19","2019-01-29","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly12_2019-01-29","Technology","Approved","Ohana Incorporated.",25000,4500,4299,34007,85,28906
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 3500","Account.010","2020-06-19","2020-04-12","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2020-04-12","Technology","Upcoming Renewal","Acme Partners",22500,5750,4980,24153,110,26568
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Backhoe Attachment R1","Account.045","2020-06-19","2019-06-30","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2019-06-30","Financial Services","Upcoming Renewal","Momentum Design",5000,19500,18181,5747,99,5690
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 37","Account.059","2020-06-19","2020-12-08","Advanced Communications","Mid-Market","Integrity Systems SA_Quarterly18_2020-12-08","Technology","Approved","Integrity Systems",17500,2000,1873,19706,102,20100
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Pickup Broom PB100","Account.019","2020-06-19","2020-08-29","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly18_2020-08-29","Consumer","Upcoming Renewal","Haven Enterprises",12500,6900,6637,14602,94,13726
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Trencher T60","Account.011","2020-06-19","2019-04-24","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly18_2019-04-24","Technology","Pending Approval","Meridian Partners",22500,9000,8446,27581,91,25099
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Sweeper S1000","Account.044","2020-06-19","2020-09-12","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly12_2020-09-12","Financial Services","Upcoming Renewal","Wellspring, Inc.",32500,7500,6300,35944,105,37741
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Trencher T48","Account.046","2020-06-19","2020-05-31","Advanced Communications","Enterprise","Silodyne Company SA_Monthly12_2020-05-31","Healthcare & Life Sciences","Approved","Silodyne Company",35000,6400,5185,40685,89,36210
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Pulverizer P10","Account.052","2020-06-19","2020-07-28","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2020-07-28","Communications","Pending Approval","Red Studio Designs",35000,4500,4218,32463,108,35060
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T36","Account.010","2020-06-19","2020-09-19","Ohana Technologies","Partner","Acme Partners SA_Monthly6_2020-09-19","Technology","Upcoming Renewal","Acme Partners",10000,6000,5625,10667,110,11734
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 9000","Account.044","2020-06-19","2019-10-05","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly12_2019-10-05","Financial Services","Approved","Wellspring, Inc.",12500,8100,7878,13925,105,14621
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Hammer H700","Account.054","2020-06-19","2019-08-20","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly6_2019-08-20","Manufacturing","Upcoming Renewal","Tech Labs",27500,5750,4930,31678,92,29144
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Pickup Broom PB200","Account.052","2020-06-19","2019-11-10","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly6_2019-11-10","Communications","Pending Approval","Red Studio Designs",15000,7500,7160,13774,108,14876
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Ripper 19","Account.046","2020-06-19","2020-01-27","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2020-01-27","Healthcare & Life Sciences","Approved","Silodyne Company",27500,800,711,32669,89,29075
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Compactor 9500","Account.045","2020-06-19","2020-03-25","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2020-03-25","Financial Services","Upcoming Renewal","Momentum Design",17500,13000,12451,19760,99,19562
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Hammer H500","Account.059","2020-06-19","2019-05-26","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly18_2019-05-26","Technology","Approved","Integrity Systems",5000,4200,3810,5595,102,5707
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Backhoe Attachment R2","Account.019","2020-06-19","2019-03-31","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly6_2019-03-31","Consumer","Upcoming Renewal","Haven Enterprises",25000,20500,19515,28750,94,27025
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 34","Account.010","2020-06-19","2019-12-20","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-12-20","Technology","Upcoming Renewal","Acme Partners",27500,1350,1171,31751,92,29211
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB100","Account.010","2020-06-19","2020-04-19","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2020-04-19","Technology","Approved","Acme Partners",7500,6900,6654,8094,110,8903
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 27","Account.001","2020-06-19","2020-11-19","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2020-11-19","Technology","Pending Approval","Ohana Incorporated.",37500,1000,960,51146,85,43474
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P20","Account.011","2020-06-19","2020-02-13","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly18_2020-02-13","Technology","Approved","Meridian Partners",20000,4750,4270,22985,91,20916
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Hammer H700","Account.059","2020-06-19","2019-07-29","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly18_2019-07-29","Technology","Upcoming Renewal","Integrity Systems",27500,5750,5250,30953,102,31572
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T36","Account.052","2020-06-19","2020-12-23","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly6_2020-12-23","Communications","Upcoming Renewal","Red Studio Designs",22500,6000,5734,20727,108,22385
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Utility Broom UB1000","Account.054","2020-06-19","2020-02-16","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly6_2020-02-16","Manufacturing","Pending Approval","Tech Labs",5000,4500,4207,5735,92,5276
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 3500","Account.010","2020-06-19","2020-03-06","Ohana Technologies","Partner","Acme Partners SA_Quarterly18_2020-03-06","Technology","Upcoming Renewal","Acme Partners",30000,5750,5036,32256,110,35482
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T60","Account.045","2020-06-19","2020-05-28","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2020-05-28","Financial Services","Approved","Momentum Design",7500,9000,8824,8570,99,8484
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 34","Account.019","2020-06-19","2020-07-23","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly6_2020-07-23","Consumer","Upcoming Renewal","Haven Enterprises",5000,1350,1273,5816,94,5467
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Pickup Broom PB100","Account.044","2020-06-19","2020-09-08","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly6_2020-09-08","Financial Services","Pending Approval","Wellspring, Inc.",40000,6900,6610,44278,105,46492
